"mu11"	"mu12"	"mu13"	"mu21"	"mu22"	"mu23"	"min11"	"min12"	"min13"	"min21"	"min22"	"min23"	"max11"	"max12"	"max13"	"max21"	"max22"	"max23"	"std11"	"std12"	"std13"	"std21"	"std22"	"std23"	"muMaxC1"	"minMaxC1"	"maxMaxC1"	"stdMaxC1"	"muMaxC2"	"minMaxC2"	"maxMaxC2"	"stdMaxC2"
0.621483924278085	0.656058656518886	0.407860728910842	0.353981182066017	0.724448561277012	0.575483289625592	0.504822608852017	0.514165310233795	0.283541059551155	0.286035797388956	0.595258068078623	0.341369439615094	0.687949087342976	0.794127848335727	0.54567070988344	0.500135584060259	0.808641375706898	0.691792284670434	0.0487197446382397	0.0840738608755273	0.0916629103120359	0.0681931970108618	0.0817128489768986	0.0910923474857301	1.86482896981132	0.912575008286267	2.29835264266841	0.399364354262253	1.80132454653476	0.605951761222398	2.92281634164602	0.654960853477134
0.516498178120265	0.637965415409264	0.567528911453919	0.377884592885867	0.825223957336656	0.414654958420344	0.46559102153565	0.533364332564463	0.197257826919744	0.0558555216984781	0.646929680201337	0.347675948349099	0.618886745399854	0.862736547495405	0.626697346074845	0.439654509248685	0.903783048405969	0.650021321243169	0.0230010382769948	0.03184756452114	0.0513392641997702	0.0450093057757036	0.0258994362336857	0.0401601549876173	2.23545304456398	0.884100881501943	3.02925821423209	0.412098541181373	1.98503856467628	0.852264007274805	3.22972613238639	0.294582591283047
0.689715936569953	0.610714449327289	0.384079445223245	0.382856927539247	0.785060474045566	0.477476171666034	0.583067025750535	0.545532856361529	0.252367897954434	0.217983120711654	0.657405250390174	0.370865891373981	0.732231222912792	0.763192061426959	0.455920584232337	0.570406627340734	0.830464350136084	0.664943391289201	0.0191025491566493	0.0348644063197316	0.0475206159327619	0.0610038614089823	0.0327429551061968	0.0664045861971869	1.70091303646234	1.09984466356891	2.67193563240289	0.364558975042048	1.29878638825413	0.608267379206837	2.42179046550411	0.390451950955735
0.565784959567609	0.742631818142204	0.3558083056659	0.104316372965477	0.95220955870041	0.282675149642021	0.482687467087094	0.684744813460767	0.222337018986439	-0.0223332949188173	0.899770463718858	0.179997173663623	0.608706356047459	0.843556929231957	0.486079974707404	0.264514545898541	0.979069776827745	0.388917133823675	0.0164637848781759	0.0185568112327653	0.0342272718638247	0.0389461821218466	0.0101611793294633	0.0298548123542778	2.36889387199898	1.0101599263711	3.97107008653736	0.450860765835892	1.891315235193	0.871717243525205	2.99794798239304	0.321823155084176
0.676884764918765	0.64982893613792	0.340138912427744	0.304937782423558	0.893109625342038	0.30990982115631	0.627044481970326	0.530408725902354	0.259147470073398	0.0585762100698616	0.842704821270099	0.138630818764837	0.761043297331302	0.690254487807964	0.449643294460605	0.462487886525826	0.963824926283498	0.388411250721618	0.0346205617113077	0.0309751912175222	0.0414171025950993	0.083618052660313	0.0340165514043981	0.0723809515637474	2.51567029738525	0.749749361529165	3.89767162075369	0.841309807207858	2.3545777106531	0.501641147858907	4.48232934763678	1.43885784013621
0.543943920368104	0.706072620498365	0.45089988085085	0.0834778990846625	0.87547517641631	0.470106260662688	0.499080762326151	0.636351533541158	0.371816289797553	0.0114119951762828	0.818757023295319	0.32299160121269	0.578667280590579	0.761169593963223	0.560831233409458	0.237411088224741	0.936382421171146	0.548782126560856	0.0117491467886237	0.0256683784197425	0.0387661041428534	0.0478010698475198	0.0218689986787431	0.0535746752342978	1.51991085386573	0.622627538251481	2.09403401060993	0.198214365821864	0.761622837040252	0.461900863000878	1.39441980426734	0.152246179649405
0.655426792234336	0.625472248336279	0.421522203941204	0.410671073171395	0.82251823928994	0.388982628278267	0.599189414314901	0.56346391459621	0.269317589660655	0.206983993141135	0.731635196107834	0.304582862816308	0.718748682152992	0.706041784877649	0.540605430656236	0.479626203380472	0.859511441741088	0.575317116552992	0.0141015569401695	0.0180725319095837	0.0315442498966246	0.0368318776176309	0.0155216902821006	0.0437150021007723	1.49486946581439	0.89087501858689	3.2757883784837	0.334386910523578	1.37424391999881	0.51822940453311	2.46737974233382	0.347437008490489
0.47209074850077	0.799991209500281	0.368530501805482	0.0820222209143818	0.949144111722747	0.300179573928143	0.426379786282286	0.742133948204933	0.240062877204687	-0.0629966746816731	0.923454609013742	0.184293479839411	0.534464943365658	0.844238912820615	0.482509778190934	0.150899877129228	0.980850310836334	0.380707300921686	0.0176589209713302	0.0146149956681447	0.0285178690173284	0.0344166238018561	0.0096315702660193	0.0320677591439974	2.36835049764086	1.11728147058492	3.5893675491633	0.381546985518601	2.19021558697529	0.825350397562085	3.63229730935525	0.422881355098533
0.739886779072833	0.627675753673443	0.241554077233752	0.549558106103354	0.817823194978113	0.168918232488558	0.721212489195469	0.610402297346495	0.217191609276512	0.508147459792879	0.797816449269863	0.126043337921481	0.753667699554868	0.646725022666758	0.276356840204112	0.58687175602007	0.837559206121385	0.220898840960685	0.00672502033131693	0.007523150206799	0.0119176582061481	0.0140839846864106	0.00711415279330767	0.0193042966880861	2.82835754909539	1.99787472342834	3.27740421111199	0.276484729832643	1.67609828685338	1.2602677413136	2.25367504955909	0.160644311959727
0.523381618191928	0.714050187300748	0.462975255052105	0.11147220392503	0.902877018677461	0.408414345601438	0.469825992386664	0.64475787852716	0.379284676558186	0.0314883178045848	0.839357516606405	0.277151454287621	0.558805666437436	0.765794835829534	0.567456723286611	0.233437946561821	0.951153062196439	0.533125599363592	0.0178971908072684	0.0179799651341347	0.0350145889830835	0.0561657437326981	0.0167829024041939	0.0467292937321645	1.53871497580672	0.639034573320658	3.71604261268809	0.351108437270993	0.927684262878093	0.469046420206797	3.01778839415603	0.434920244937603
